has_feature_addition,deletions,insertions,num_file_types,is_preventive,project_changes_owner,is_refactoring,whole_within_project_changes,is_merge,num_directory_files,is_corrective,description_length,num_file_changes,project_age,is_non_functional,subject_length,avg_num_dev_modified_files,last_mth_dep_proj_nbr,ratio_dep_chan_owner,projects_contributed_owner,pctg_cross_project_changes,pctg_cross_project_changes_owner,max_num_mod_file_dep_cha,cross_project_changes_owner,min_num_mod_file_dep_cha,cross_project_changes,whole_changes_owner,num_dev_modified_files
0.002910348046901914,0.021168465143610024,0.038856588604777406,0.004412414774239712,0.0033484611352997845,0.02852756990567822,0.005897973672716565,0.11082780622692871,0.001344408371931628,0.016802586483196304,0.0006737279914758029,0.05214830077541527,0.05210153693531485,0.04045253242920248,0.02750434828840967,0.04086771647494495,0.04339160617145024,0.0024412950133031273,0.40881476457333127,0.07495255094577988,0.01656392725483661,0.005991070781255548,0.0,0.0,0.0,0.0,0.0,0.0
0.002477593954743645,0.008294507287146204,0.00981794109637878,0.002388694382513747,0.0022740444597599044,0.016819391603436495,0.0019212253521902044,0.11770447236701731,0.0006519816740115781,0.0061284016491106345,0.0037587452923318627,0.023754047584324343,0.013481331487342969,0.01945630041579988,0.0018005967464786302,0.01209544698311391,0.014298570770850005,0.07113062035152283,0.4975962281327571,0.028609872621049446,0.07177350801547991,0.02854151938182924,0.045224958390811434,0.0,0.0,0.0,0.0,0.0
0.0029847691780417,0.013566802123157173,0.014022398306004626,0.0037622285939562365,0.0031748442450319696,0.025344717787660394,0.0025928823837382824,0.10995747684334425,0.0010865509921789303,0.007453007795790375,0.0037294486561905973,0.034277972592928085,0.018858661702544674,0.022984205918411563,0.001523200992284315,0.014822912293891936,0.0,0.040972106485480865,0.4671810468547419,0.026362432420976786,0.061678826620916706,0.028489093537404576,0.07192080220492977,0.02325361147039424,0.0,0.0,0.0,0.0
0.004419699173532279,0.015339503419956714,0.017408595149300352,0.004555893059150888,0.0038040951668093345,0.039372005337489475,0.003722315641792236,0.08128451829241379,0.0014618064113759075,0.008561749368606975,0.005544003379571081,0.041156584352453,0.02381610463659458,0.026420982331649804,0.0021527337296800954,0.019961042623416175,0.0,0.033336592321965494,0.4401908326484736,0.032295446663643756,0.055767480075259855,0.03017834985226724,0.07714665219302021,0.03210301417157713,0.0,0.0,0.0,0.0
0.005763829618524983,0.016791540444508826,0.019157119963190392,0.005780384635560222,0.004025948722577779,0.04255370350798478,0.0038187624189816773,0.07505464711854547,0.0014518129702792515,0.010443446144389436,0.005567605438258508,0.0495259455951449,0.02524761785440279,0.026733901350291748,0.0021919933040734085,0.02071732703359364,0.0,0.03944833155266169,0.4543612280270477,0.02942695183994631,0.05076900103997169,0.03882458056733372,0.0,0.03971159784938942,0.03263272300334171,0.0,0.0,0.0
0.007929236011446884,0.01886706592865529,0.021940324332348823,0.006220715747946125,0.004589622061176549,0.05248822165761149,0.004453633079730071,0.059530504924190195,0.0015094554564070814,0.010872345141860838,0.005638887958308589,0.050252166552700366,0.027675910120287507,0.031278032101438404,0.0026776615816240562,0.024118962080273438,0.0,0.037829231449292025,0.4426740815842543,0.03399453128329783,0.04798703775312619,0.05167568090978555,0.0,0.05579669228423834,0.0,0.0,0.0,0.0
0.006192543229826111,0.021118369501842836,0.022122952228307468,0.006059628182327996,0.004762968817191472,0.050541499384490575,0.0044830339444475445,0.05719827816705949,0.001379649729601525,0.01036058005399611,0.005971717792921056,0.05720002118555534,0.02904135639031004,0.030566958497078384,0.002425233961104261,0.02493840345103789,0.0,0.030250294433444302,0.39125217249665023,0.031417256614393756,0.04395474430890162,0.05056578932521819,0.06764761874337158,0.05054892956092237,0.0,0.0,0.0,0.0
0.006227447705569282,0.021527945704892446,0.02369500674952447,0.00654952470687231,0.00534613771429079,0.0,0.005047427984640483,0.050297020942052045,0.0017970225141471679,0.010978385998322416,0.005714890181928494,0.0577158627729795,0.033929951443582976,0.03294922005561272,0.002953538741009506,0.027801653421742872,0.0,0.027634880467623295,0.38194701730909475,0.034124120693278526,0.04174689725174372,0.04994467902787192,0.07353453245178665,0.050056629074591893,0.0,0.04848020708684177,0.0,0.0
0.005749975806583207,0.020890144088181985,0.023621734250638175,0.006267026995685426,0.005061133870198571,0.0,0.004904226494371414,0.053686349801793445,0.0015621129837558232,0.0115115401050446,0.005883602634507767,0.05960260980249883,0.0,0.03377574353675498,0.0028869064941982377,0.02719888554740179,0.0,0.027905316606559406,0.3694251617984567,0.0326670433694364,0.042982020738175225,0.0440887053920666,0.06272537896165749,0.048839433552387165,0.0,0.04304141737346595,0.03822075913353023,0.027502770662650645
0.006237172330896965,0.021212235915115403,0.026366348142647614,0.008404211775113246,0.005079222721924772,0.0,0.005234111441564135,0.055810697299455994,0.0016052022259415218,0.013377781154098115,0.006392073296578853,0.06205973070420026,0.031952437550394966,0.03411408080814489,0.003040415101462684,0.028361537255777405,0.0,0.030242365511319605,0.36141976032718687,0.03664861052516156,0.04387340848829928,0.045921625530239325,0.0,0.05383572667391965,0.0334813710974811,0.04391094826242434,0.04141892586065147,0.0
